N_intento	Edad	Género	Movimientos
1	18	F	24,15,36,1362
1	18	F	124,5,36,679
1	18	F	124,35,6,1911
1	18	F	24,135,6,977
1	18	F	4,135,26,855
1	18	F	14,35,26,1206
1	18	F	14,235,6,1471
1	18	F	14,35,26,842
1	18	F	4,135,26,655
1	18	F	24,135,6,2247
1	18	F	124,35,6,782
1	18	F	124,5,36,638
1	18	F	24,15,36,983
1	18	F	4,15,236,831
1	18	F	14,5,236,1894
1	18	F	14,25,36,910
1	18	F	4,125,36,790
1	18	F	34,125,6,975
1	18	F	34,125,6,1439
1	18	F	34,25,16,614
1	18	F	234,5,16,654
1	18	F	1234,5,6,798
1	18	F	1234,,56,549
1	18	F	234,1,56,583
1	18	F	34,1,256,1343
1	18	F	34,,1256,470
1	18	F	4,3,1256,670
1	18	F	4,13,256,783
1	18	F	24,13,56,638
1	18	F	24,3,156,750
1	18	F	4,23,156,522
1	18	F	4,123,56,545
1	18	F	,123,456,806
1	18	F	1,23,456,745
1	18	F	1,3,2456,518
1	18	F	,13,2456,530
1	18	F	2,13,456,705
1	18	F	12,3,456,539
1	18	F	12,,3456,519
1	18	F	2,1,3456,487
1	18	F	,1,23456,750
2	18	F	123456,,,632
2	18	F	23456,,1,598
2	18	F	3456,2,1,632
2	18	F	3456,12,,598
2	18	F	456,12,3,662
2	18	F	1456,2,3,455
2	18	F	1456,,23,567
2	18	F	456,,123,527
2	18	F	456,,123,152
2	18	F	56,4,123,383
2	18	F	156,4,23,1424
2	18	F	156,24,3,546
2	18	F	156,24,3,510
2	18	F	156,4,23,327
2	18	F	56,14,23,361
3	18	F	23456,1,,414
3	18	F	3456,1,2,510
3	18	F	3456,,12,512
3	18	F	456,3,12,438
3	18	F	1456,3,2,590
3	18	F	1456,23,,587
3	18	F	456,123,,431
3	18	F	56,123,4,701
3	18	F	156,23,4,775
3	18	F	156,23,4,4966
3	18	F	156,3,24,741
3	18	F	56,13,24,454
3	18	F	256,13,4,962
3	18	F	1256,3,4,431
3	18	F	1256,,34,478
3	18	F	256,1,34,623
3	18	F	56,1,234,533
3	18	F	56,,1234,423
3	18	F	6,5,1234,503
3	18	F	6,15,234,566
3	18	F	26,15,34,518
3	18	F	126,5,34,695
3	18	F	126,35,4,457
3	18	F	26,135,4,478
3	18	F	6,135,24,863
3	18	F	16,35,24,518
3	18	F	6,135,24,379
3	18	F	26,135,4,627
3	18	F	126,35,4,500
3	18	F	126,5,34,477
3	18	F	126,35,4,3121
3	18	F	26,35,14,799
3	18	F	126,35,4,1199
3	18	F	26,135,4,381
3	18	F	6,135,24,807
3	18	F	6,35,124,471
3	18	F	36,5,124,689
3	18	F	36,15,24,911
3	18	F	236,15,4,755
3	18	F	1236,5,4,1019
3	18	F	1236,45,,599
3	18	F	236,145,,1263
3	18	F	36,145,2,1103
3	18	F	36,45,12,831
3	18	F	6,345,12,470
3	18	F	16,345,2,618
3	18	F	16,2345,,1007
3	18	F	6,12345,,583
3	18	F	,12345,6,879
3	18	F	1,2345,6,538
3	18	F	,2345,16,943
3	18	F	2,345,16,1215
3	18	F	12,345,6,633
3	18	F	12,45,36,550
3	18	F	2,45,136,615
3	18	F	2,45,136,702
3	18	F	2,45,136,1455
3	18	F	,245,136,399
3	18	F	,1245,36,415
3	18	F	3,1245,6,636
3	18	F	3,245,16,847
3	18	F	23,45,16,421
3	18	F	123,45,6,566
3	18	F	123,5,46,486
3	18	F	23,15,46,654
3	18	F	23,5,146,574
3	18	F	3,25,146,708
3	18	F	3,125,46,558
3	18	F	,125,346,1087
3	18	F	,125,346,293
3	18	F	1,25,346,885
3	18	F	1,25,346,540
3	18	F	1,5,2346,519
1	11	M	123456,,,56
1	11	M	123456,,,19
1	11	M	123456,,,10
1	11	M	123456,,,5
1	11	M	123456,,,5
2	11	M	123456,,,5
2	11	M	123456,,,4
2	11	M	123456,,,52
2	11	M	123456,,,9
2	11	M	123456,,,16
1	33	M	123456,,,131
1	33	M	123456,,,130
1	33	M	23456,1,,1191
1	33	M	3456,1,2,939
1	33	M	13456,,2,2654
1	33	M	13456,,2,1144
1	33	M	13456,2,,1561
1	33	M	3456,2,1,3704
1	33	M	3456,12,,1020
1	33	M	456,12,3,831
1	33	M	1456,2,3,1802
1	33	M	1456,,23,1022
1	33	M	456,1,23,876
1	33	M	2456,1,3,1581
1	33	M	2456,1,3,764
1	33	M	456,1,23,1111
1	33	M	456,,123,913
1	33	M	56,4,123,742
1	33	M	56,14,23,817
1	33	M	56,4,123,816
1	33	M	156,4,23,815
1	33	M	156,24,3,960
1	33	M	56,124,3,1000
1	33	M	56,24,13,826
1	33	M	256,4,13,668
1	33	M	256,14,3,731
1	33	M	1256,4,3,935
1	33	M	1256,34,,837
1	33	M	256,34,1,653
1	33	M	56,234,1,621
1	33	M	56,1234,,753
1	33	M	6,1234,5,705
1	33	M	16,234,5,1228
1	33	M	16,34,25,824
1	33	M	6,34,125,767
1	33	M	36,4,125,650
1	33	M	36,14,25,402
1	33	M	236,14,5,635
1	33	M	1236,4,5,972
1	33	M	1236,,45,585
1	33	M	236,,145,643
1	33	M	36,2,145,616
1	33	M	36,12,45,448
1	33	M	6,12,345,644
1	33	M	16,2,345,2457
1	33	M	16,,2345,561
1	33	M	6,,12345,583
1	33	M	,6,12345,607
1	33	M	,16,2345,764
1	33	M	2,16,345,737
1	33	M	12,6,345,508
1	33	M	12,36,45,681
1	33	M	2,36,145,619
1	33	M	,236,145,612
1	33	M	,1236,45,611
1	33	M	4,1236,5,642
1	33	M	14,236,5,584
1	33	M	14,236,5,2229
1	33	M	14,36,25,718
1	33	M	4,136,25,898
1	33	M	4,36,125,534
1	33	M	4,36,125,572
1	33	M	34,6,125,584
1	33	M	34,16,25,572
1	33	M	234,16,5,633
1	33	M	1234,6,5,574
1	33	M	1234,56,,703
1	33	M	234,156,,474
1	33	M	34,156,2,665
1	33	M	134,56,2,590
1	33	M	134,256,,595
1	33	M	34,1256,,1263
1	33	M	4,1256,3,685
1	33	M	4,1256,3,1008
1	33	M	14,256,3,580
1	33	M	14,56,23,450
1	33	M	4,56,123,559
1	33	M	,456,123,592
1	33	M	,1456,23,1629
1	33	M	2,1456,3,625
1	33	M	12,456,3,413
1	33	M	12,3456,,476
1	33	M	2,3456,1,502
1	33	M	,23456,1,475
1	33	M	,123456,,624
1	33	M	1,23456,,606
1	33	M	1,23456,,582
1	33	M	1,3456,2,596
1	33	M	,3456,12,802
1	33	M	3,456,12,537
1	33	M	3,1456,2,630
1	33	M	23,1456,,631
1	33	M	123,456,,510
1	33	M	123,56,4,559
1	33	M	23,56,14,1486
1	33	M	3,256,14,608
1	33	M	3,1256,4,598
1	33	M	,1256,34,775
1	33	M	1,256,34,464
1	33	M	1,56,234,536
1	33	M	,56,1234,670
1	33	M	5,6,1234,646
1	33	M	5,16,234,568
1	33	M	25,16,34,1754
1	33	M	125,6,34,1641
1	33	M	125,36,4,536
1	33	M	25,36,14,716
1	33	M	5,236,14,646
1	33	M	5,1236,4,584
1	33	M	45,1236,,2170
1	33	M	45,236,1,609
1	33	M	145,236,,584
1	33	M	145,36,2,525
1	33	M	45,36,12,1423
1	33	M	345,6,12,523
1	33	M	345,16,2,413
1	33	M	2345,16,,681
1	33	M	12345,6,,607
1	33	M	12345,,6,558
1	33	M	2345,1,6,669
1	33	M	345,1,26,776
1	33	M	345,,126,496
1	33	M	45,3,126,509
1	33	M	145,3,26,2058
1	33	M	145,23,6,545
1	33	M	45,123,6,559
1	33	M	5,123,46,732
1	33	M	5,23,146,994
1	33	M	5,23,146,1070
1	33	M	5,123,46,620
1	33	M	15,23,46,473
1	33	M	15,3,246,612
1	33	M	5,13,246,499
1	33	M	25,13,46,729
1	33	M	125,3,46,2175
1	33	M	125,,346,595
1	33	M	25,1,346,499
1	33	M	5,1,2346,622
1	33	M	5,,12346,839
1	33	M	,5,12346,589
1	33	M	,15,2346,729
1	33	M	2,15,346,506
1	33	M	12,5,346,463
1	33	M	12,35,46,523
1	33	M	2,35,146,1243
1	33	M	,235,146,670
1	33	M	,1235,46,426
1	33	M	,1235,46,583
1	33	M	4,1235,6,706
1	33	M	14,235,6,1984
1	33	M	14,35,26,523
1	33	M	4,35,126,670
1	33	M	34,5,126,801
1	33	M	34,15,26,393
1	33	M	234,15,6,598
1	33	M	1234,5,6,436
1	33	M	1234,,56,572
1	33	M	234,1,56,708
1	33	M	34,1,256,694
1	33	M	34,1,256,704
1	33	M	34,,1256,547
1	33	M	4,3,1256,487
1	33	M	14,3,256,597
1	33	M	14,23,56,497
1	33	M	4,123,56,535
1	33	M	,123,456,608
1	33	M	,23,1456,444
1	33	M	2,3,1456,512
1	33	M	12,3,456,498
1	33	M	12,,3456,741
1	33	M	2,1,3456,364
1	33	M	,1,23456,595
2	33	M	123456,,,550
1	27	F	123456,,,50
1	27	F	123456,,,4
2	33	M	23456,,1,2102
1	27	F	123456,,,4
2	33	M	3456,2,1,619
2	33	M	3456,12,,536
2	33	M	456,12,3,662
2	33	M	1456,2,3,450
2	33	M	1456,,23,451
2	33	M	456,,123,707
1	27	F	123456,,,29
2	33	M	56,4,123,561
1	27	F	123456,,,11
1	27	F	123456,,,26
1	27	F	123456,,,6
1	27	F	123456,,,13
1	27	F	123456,,,4
1	27	F	123456,,,14
2	33	M	56,14,23,383
2	33	M	256,14,3,513
1	27	F	123456,,,3
2	33	M	1256,4,3,450
2	33	M	1256,34,,560
1	27	F	123456,,,6
1	27	F	123456,,,5
2	33	M	256,34,1,577
2	33	M	56,234,1,403
2	33	M	56,1234,,535
2	33	M	6,1234,5,767
2	27	F	123456,,,9
2	27	F	123456,,,6
2	27	F	123456,,,4
2	27	F	123456,,,9
2	27	F	123456,,,9
2	27	F	123456,,,9
2	27	F	123456,,,3
2	33	M	16,234,5,424
2	33	M	16,34,25,949
2	33	M	16,234,5,664
3	33	M	23456,,1,584
3	33	M	3456,2,1,378
3	33	M	3456,12,,487
3	33	M	456,12,3,573
3	33	M	1456,2,3,377
3	33	M	1456,,23,328
3	33	M	456,,123,526
3	33	M	56,4,123,461
4	33	M	23456,,1,716
4	33	M	3456,2,1,437
4	33	M	3456,12,,463
4	33	M	456,12,3,448
4	33	M	1456,2,3,409
4	33	M	1456,,23,412
4	33	M	456,,123,621
4	33	M	56,4,123,461
4	33	M	56,14,23,457
4	33	M	256,14,3,607
4	33	M	1256,4,3,520
4	33	M	1256,34,,521
4	33	M	256,34,1,597
4	33	M	56,234,1,391
4	33	M	56,1234,,560
5	33	M	23456,,1,403
5	33	M	3456,2,1,341
5	33	M	3456,12,,355
5	33	M	456,12,3,645
5	33	M	456,12,3,1293
5	33	M	456,12,3,558
5	33	M	456,2,13,519
5	33	M	2456,,13,606
6	33	M	123456,,,449
6	33	M	23456,,1,507
6	33	M	23456,,1,513
6	33	M	3456,2,1,522
6	33	M	3456,12,,586
6	33	M	456,12,3,924
6	33	M	1456,2,3,508
6	33	M	1456,,23,560
6	33	M	456,,123,657
7	33	M	23456,1,,535
7	33	M	3456,1,2,645
7	33	M	3456,,12,610
7	33	M	456,3,12,754
7	33	M	1456,3,2,788
7	33	M	1456,23,,485
7	33	M	456,123,,584
7	33	M	56,123,4,620
7	33	M	56,23,14,497
7	33	M	256,3,14,486
7	33	M	1256,3,4,658
7	33	M	1256,,34,537
7	33	M	256,1,34,524
7	33	M	56,1,234,583
7	33	M	56,,1234,584
7	33	M	6,5,1234,437
7	33	M	6,15,234,393
7	33	M	26,15,34,572
7	33	M	126,5,34,560
7	33	M	126,35,4,901
7	33	M	126,35,4,1678
7	33	M	126,5,34,646
7	33	M	26,15,34,366
7	33	M	6,15,234,512
7	33	M	16,5,234,522
7	33	M	16,25,34,414
7	33	M	6,125,34,463
7	33	M	36,125,4,550
7	33	M	36,25,14,426
7	33	M	236,5,14,405
7	33	M	1236,5,4,463
7	33	M	1236,45,,376
7	33	M	236,145,,401
7	33	M	36,145,2,523
7	33	M	36,145,2,2156
7	33	M	36,45,12,427
7	33	M	6,345,12,466
7	33	M	16,345,2,412
7	33	M	16,2345,,438
7	33	M	6,12345,,549
7	33	M	,12345,6,596
1	11	M	23456,1,,893
1	11	M	3456,1,2,791
7	33	M	,2345,16,353
1	11	M	3456,1,2,509
7	33	M	2,345,16,377
1	11	M	3456,1,2,1302
7	33	M	12,345,6,557
1	11	M	3456,1,2,1366
7	33	M	12,45,36,515
1	11	M	3456,1,2,1169
7	33	M	2,145,36,405
7	33	M	,145,236,495
7	33	M	,45,1236,473
7	33	M	4,5,1236,522
1	11	M	13456,,2,981
1	11	M	13456,2,,1269
1	11	M	3456,2,1,886
1	11	M	3456,2,1,217
1	11	M	23456,,1,942
1	11	M	123456,,,1013
1	11	M	23456,,1,1042
1	11	M	3456,2,1,1222
1	11	M	3456,2,1,884
1	11	M	3456,2,1,1154
7	33	M	14,5,236,450
1	11	M	3456,12,,2077
7	33	M	14,25,36,426
7	33	M	4,125,36,412
7	33	M	34,125,6,571
7	33	M	34,25,16,320
7	33	M	234,5,16,300
1	11	M	456,12,3,1173
1	11	M	456,12,3,236
7	33	M	1234,5,6,535
7	33	M	1234,,56,401
1	11	M	1456,2,3,1250
1	11	M	456,,123,1073
1	11	M	56,4,123,765
1	11	M	1456,,23,625
1	11	M	156,4,23,634
1	11	M	156,4,23,1749
7	33	M	234,1,56,364
1	11	M	156,4,23,1644
1	11	M	156,4,23,199
7	33	M	34,1,256,583
7	33	M	34,,1256,475
7	33	M	4,3,1256,413
1	11	M	56,14,23,1380
7	33	M	14,3,256,436
1	11	M	256,14,3,960
7	33	M	14,23,56,314
1	11	M	256,14,3,1264
7	33	M	4,123,56,364
7	33	M	,123,456,524
1	11	M	1256,4,3,718
1	11	M	1256,4,3,355
1	11	M	1256,34,,746
1	11	M	1256,34,,317
1	11	M	256,34,1,880
7	33	M	,123,456,117
7	33	M	,123,456,23
1	11	M	56,234,1,733
7	33	M	,23,1456,413
7	33	M	2,3,1456,308
7	33	M	12,3,456,461
1	11	M	56,1234,,621
7	33	M	12,,3456,427
7	33	M	2,1,3456,352
1	11	M	6,1234,5,747
7	33	M	,1,23456,657
8	33	M	123456,,,499
1	11	M	16,234,5,612
1	11	M	16,34,25,1473
1	11	M	16,34,25,693
1	11	M	6,134,25,962
1	11	M	26,134,5,741
1	11	M	126,34,5,642
1	11	M	126,4,35,1456
1	11	M	126,4,35,2881
8	33	M	23456,1,,437
8	33	M	3456,1,2,559
1	11	M	126,4,35,2269
8	33	M	3456,,12,462
8	33	M	3456,,12,475
1	11	M	126,4,35,2750
8	33	M	3456,,12,462
1	11	M	26,14,35,903
8	33	M	456,3,12,737
1	11	M	126,4,35,920
8	33	M	1456,3,2,498
8	33	M	1456,3,2,2168
8	33	M	1456,23,,463
8	33	M	456,123,,512
1	11	M	26,4,135,983
1	11	M	6,24,135,581
1	11	M	6,124,35,723
1	11	M	36,124,5,668
8	33	M	56,123,4,610
1	11	M	136,24,5,504
1	11	M	136,24,5,965
1	11	M	136,4,25,590
1	11	M	136,4,25,3814
1	11	M	36,4,125,683
1	11	M	36,4,125,400
1	11	M	136,4,25,728
1	11	M	136,24,5,494
1	11	M	36,124,5,776
1	11	M	6,124,35,955
8	33	M	56,23,14,430
1	11	M	6,124,35,685
8	33	M	256,3,14,484
8	33	M	1256,3,4,559
1	11	M	6,24,135,1314
8	33	M	1256,,34,609
1	11	M	26,4,135,1601
8	33	M	256,1,34,425
1	11	M	26,4,135,2516
8	33	M	56,1,234,594
8	33	M	56,,1234,451
1	11	M	126,4,35,663
8	33	M	6,5,1234,451
1	11	M	126,4,35,1561
1	11	M	126,4,35,814
1	11	M	126,34,5,766
1	11	M	126,34,5,213
1	11	M	26,34,15,1029
1	11	M	26,134,5,964
1	11	M	6,134,25,1101
1	11	M	6,34,125,782
1	11	M	36,4,125,566
8	33	M	6,15,234,389
8	33	M	26,15,34,527
8	33	M	126,5,34,400
1	11	M	6,34,125,651
8	33	M	126,35,4,437
8	33	M	26,35,14,584
8	33	M	6,235,14,1668
8	33	M	6,1235,4,375
1	11	M	6,34,125,163
1	11	M	6,134,25,669
1	11	M	6,134,25,1597
1	11	M	26,134,5,810
9	33	M	123456,,,449
9	33	M	23456,1,,561
1	11	M	126,34,5,447
1	11	M	26,134,5,590
9	33	M	3456,1,2,572
9	33	M	3456,,12,475
9	33	M	456,3,12,487
9	33	M	1456,3,2,523
9	33	M	1456,23,,463
1	11	M	26,134,5,647
9	33	M	456,123,,587
1	11	M	6,134,25,1643
1	11	M	126,34,5,997
1	11	M	6,134,25,687
9	33	M	56,123,4,559
1	11	M	36,4,125,652
2	11	M	123456,,,1580
9	33	M	56,23,14,460
1	11	M	6,34,125,604
9	33	M	256,3,14,458
9	33	M	1256,3,4,789
9	33	M	1256,,34,486
9	33	M	256,1,34,498
9	33	M	56,1,234,707
2	11	M	23456,,1,2062
9	33	M	56,,1234,681
2	11	M	23456,,1,2852
9	33	M	6,5,1234,460
2	11	M	3456,2,1,1961
2	11	M	3456,12,,1033
2	11	M	456,12,3,1484
2	11	M	456,12,3,156
9	33	M	16,5,234,498
2	11	M	456,2,13,1638
2	11	M	456,2,13,2624
2	11	M	2456,,13,1807
9	33	M	16,25,34,762
9	33	M	6,125,34,730
9	33	M	36,125,4,494
9	33	M	36,25,14,377
9	33	M	236,5,14,435
2	11	M	2456,,13,3006
9	33	M	1236,5,4,621
2	11	M	2456,1,3,1968
9	33	M	1236,45,,645
2	11	M	456,1,23,2015
2	11	M	456,,123,1885
9	33	M	236,145,,473
9	33	M	36,145,2,561
2	11	M	56,4,123,2165
9	33	M	36,45,12,463
9	33	M	6,345,12,584
2	11	M	56,14,23,2315
9	33	M	16,345,2,560
9	33	M	16,2345,,463
9	33	M	6,12345,,584
2	11	M	256,14,3,3565
9	33	M	,12345,6,619
2	11	M	1256,4,3,1933
2	11	M	1256,34,,1729
2	11	M	256,34,1,2906
9	33	M	,2345,16,411
2	11	M	56,234,1,1425
9	33	M	2,345,16,462
9	33	M	12,345,6,594
9	33	M	12,45,36,498
2	11	M	56,1234,,1998
2	11	M	6,1234,5,2964
9	33	M	2,145,36,458
9	33	M	,145,236,497
2	11	M	16,234,5,1914
9	33	M	,45,1236,487
2	11	M	16,34,25,1341
9	33	M	4,5,1236,449
2	11	M	6,134,25,1579
2	11	M	26,134,5,2404
9	33	M	14,5,236,464
2	11	M	126,34,5,2096
9	33	M	14,25,36,413
2	11	M	126,4,35,2249
2	11	M	26,14,35,3616
2	11	M	6,14,235,1443
2	11	M	6,4,1235,1213
9	33	M	4,125,36,506
9	33	M	34,125,6,622
2	11	M	6,4,1235,498
9	33	M	34,25,16,411
9	33	M	234,5,16,301
9	33	M	1234,5,6,484
9	33	M	1234,,56,430
2	11	M	16,4,235,2201
2	11	M	16,24,35,1590
2	11	M	6,124,35,2110
2	11	M	6,124,35,1202
2	11	M	6,124,35,752
2	11	M	16,24,35,1443
9	33	M	234,1,56,415
9	33	M	234,1,56,497
9	33	M	34,1,256,935
9	33	M	34,,1256,754
2	11	M	16,24,35,939
9	33	M	4,3,1256,511
9	33	M	14,3,256,507
9	33	M	14,23,56,455
2	11	M	16,4,235,1659
9	33	M	4,123,56,514
9	33	M	,123,456,561
2	11	M	6,4,1235,5706
2	11	M	46,,1235,1519
9	33	M	,23,1456,790
9	33	M	2,3,1456,474
9	33	M	12,3,456,522
9	33	M	12,,3456,438
9	33	M	2,1,3456,466
2	11	M	6,4,1235,1397
9	33	M	,1,23456,597
10	33	M	123456,,,487
2	11	M	6,14,235,2126
2	11	M	26,14,35,2182
2	11	M	126,4,35,2138
2	11	M	26,4,135,1671
2	11	M	6,24,135,2408
2	11	M	36,124,5,2784
2	11	M	6,124,35,1717
2	11	M	136,24,5,1815
2	11	M	36,124,5,710
2	11	M	6,124,35,1128
2	11	M	6,124,35,397
2	11	M	6,124,35,214
2	11	M	16,24,35,694
2	11	M	16,4,235,665
2	11	M	6,4,1235,813
2	11	M	46,,1235,922
2	11	M	146,,235,1044
2	11	M	146,2,35,530
2	11	M	46,12,35,645
2	11	M	346,12,5,802
2	11	M	1346,2,5,1612
2	11	M	1346,,25,478
2	11	M	346,,125,716
2	11	M	46,3,125,849
2	11	M	146,3,25,717
2	11	M	146,3,25,436
2	11	M	46,13,25,814
2	11	M	246,13,5,671
2	11	M	1246,3,5,772
2	11	M	1246,,35,1405
2	11	M	246,1,35,1693
2	11	M	46,1,235,675
2	11	M	46,,1235,643
2	11	M	46,,1235,1728
2	11	M	6,4,1235,773
3	11	M	23456,,1,589
3	11	M	3456,2,1,670
3	11	M	3456,12,,809
3	11	M	456,12,3,638
3	11	M	1456,2,3,514
3	11	M	1456,,23,686
3	11	M	456,,123,652
3	11	M	56,4,123,605
3	11	M	56,4,123,753
3	11	M	56,4,123,538
3	11	M	56,14,23,667
3	11	M	256,14,3,694
3	11	M	1256,4,3,653
3	11	M	256,14,3,383
3	11	M	1256,4,3,445
3	11	M	1256,34,,615
3	11	M	256,34,1,516
3	11	M	56,234,1,538
3	11	M	56,1234,,613
3	11	M	56,1234,,1115
3	11	M	6,1234,5,661
3	11	M	16,234,5,483
3	11	M	16,34,25,487
3	11	M	16,34,25,535
3	11	M	6,34,125,605
3	11	M	36,4,125,514
3	11	M	36,4,125,541
3	11	M	36,4,125,1670
3	11	M	36,14,25,533
3	11	M	136,4,25,895
3	11	M	136,24,5,431
3	11	M	36,124,5,901
3	11	M	36,124,5,6810
3	11	M	6,124,35,799
3	11	M	16,24,35,501
3	11	M	16,4,235,1468
3	11	M	6,4,1235,572
3	11	M	46,,1235,517
3	11	M	6,4,1235,501
3	11	M	16,4,235,676
3	11	M	16,24,35,562
3	11	M	6,124,35,621
3	11	M	36,124,5,1308
3	11	M	136,24,5,439
3	11	M	136,4,25,1795
3	11	M	36,4,125,2136
3	11	M	6,34,125,1693
3	11	M	36,4,125,2105
3	11	M	36,14,25,1873
3	11	M	236,14,5,1502
3	11	M	1236,4,5,1616
3	11	M	1236,,45,1740
3	11	M	236,,145,1987
3	11	M	36,2,145,1422
3	11	M	36,12,45,1886
3	11	M	6,12,345,1863
3	11	M	16,2,345,2539
3	11	M	16,,2345,999
3	11	M	6,,12345,2734
3	11	M	,6,12345,1620
3	11	M	,16,2345,1501
3	11	M	2,16,345,1739
3	11	M	12,6,345,1583
3	11	M	12,36,45,1418
3	11	M	,236,145,1219
4	11	M	156,4,23,1491
4	11	M	156,24,3,1440
4	11	M	56,24,13,1273
4	11	M	256,4,13,1807
4	11	M	1256,4,3,1457
4	11	M	1256,34,,1189
4	11	M	256,34,1,1319
4	11	M	56,234,1,1046
4	11	M	56,1234,,727
4	11	M	6,1234,5,1121
4	11	M	6,234,15,1642
4	11	M	26,34,15,893
4	11	M	126,34,5,1340
4	11	M	126,4,35,1007
4	11	M	26,14,35,865
4	11	M	6,14,235,1062
4	11	M	6,4,1235,1014
4	11	M	46,,1235,1037
4	11	M	46,,1235,1078
4	11	M	46,1,235,948
4	11	M	246,1,35,1807
4	11	M	1246,,35,1286
4	11	M	1246,3,5,757
4	11	M	246,3,15,1118
4	11	M	46,23,15,730
4	11	M	46,123,5,764
4	11	M	6,123,45,1096
4	11	M	16,23,45,877
4	11	M	16,23,45,693
4	11	M	16,3,245,1061
4	11	M	16,3,245,358
4	11	M	6,13,245,1805
4	11	M	26,13,45,1069
4	11	M	126,3,45,1174
4	11	M	126,,345,1094
4	11	M	26,1,345,952
4	11	M	6,1,2345,1306
4	11	M	6,,12345,860
4	11	M	,6,12345,1096
4	11	M	1,6,2345,1333
4	11	M	1,26,345,1621
4	11	M	,126,345,725
4	11	M	3,126,45,1182
4	11	M	13,26,45,1005
4	11	M	3,26,145,836
4	11	M	23,6,145,885
4	11	M	123,6,45,1046
4	11	M	123,46,5,733
4	11	M	23,46,15,1079
4	11	M	3,246,15,706
4	11	M	3,1246,5,2304
4	11	M	,1246,35,1295
4	11	M	1,246,35,1163
4	11	M	1,46,235,912
4	11	M	,46,1235,844
4	11	M	4,6,1235,1228
4	11	M	14,6,235,1669
4	11	M	14,26,35,795
4	11	M	4,126,35,722
4	11	M	34,126,5,1212
4	11	M	34,26,15,1064
4	11	M	234,6,15,979
4	11	M	1234,6,5,1805
4	11	M	1234,56,,1380
4	11	M	234,56,1,1329
4	11	M	34,256,1,794
4	11	M	34,1256,,981
4	11	M	34,1256,,1323
4	11	M	4,1256,3,1099
4	11	M	14,256,3,812
4	11	M	14,256,3,702
4	11	M	14,56,23,1376
4	11	M	4,56,123,1222
4	11	M	,456,123,757
4	11	M	1,456,23,1055
4	11	M	1,2456,3,680
4	11	M	,12456,3,795
4	11	M	,2456,13,880
4	11	M	2,456,13,1356
4	11	M	12,456,3,880
4	11	M	12,3456,,636
4	11	M	2,3456,1,707
4	11	M	,23456,1,569
4	11	M	,123456,,1049
5	11	M	23456,,1,1049
5	11	M	3456,2,1,1393
5	11	M	456,12,3,1164
5	11	M	3456,12,,1173
5	11	M	1456,2,3,866
5	11	M	1456,,23,1116
5	11	M	456,,123,1221
5	11	M	56,4,123,1108
5	11	M	56,4,123,630
5	11	M	1256,4,3,982
5	11	M	56,14,23,1919
5	11	M	1256,34,,1233
5	11	M	256,14,3,925
5	11	M	256,34,1,1114
5	11	M	56,234,1,799
5	11	M	6,1234,5,1965
5	11	M	56,1234,,1409
5	11	M	16,234,5,3608
5	11	M	6,234,15,1025
5	11	M	26,34,15,998
5	11	M	126,34,5,1466
5	11	M	126,4,35,1182
5	11	M	26,4,135,748
5	11	M	126,4,35,1186
6	11	M	23456,,1,1005
6	11	M	3456,2,1,986
6	11	M	3456,12,,1072
6	11	M	456,12,3,1180
6	11	M	1456,2,3,1249
6	11	M	1456,,23,769
6	11	M	456,,123,1213
6	11	M	56,14,23,782
6	11	M	256,14,3,1052
6	11	M	1256,4,3,1257
6	11	M	56,4,123,1332
6	11	M	1256,34,,871
6	11	M	256,34,1,1114
6	11	M	56,234,1,1021
6	11	M	56,1234,,1154
6	11	M	6,1234,5,1308
6	11	M	16,234,5,3669
6	11	M	16,34,25,853
6	11	M	6,34,125,1140
6	11	M	36,4,125,1037
6	11	M	36,4,125,948
6	11	M	36,14,25,1046
6	11	M	236,14,5,1301
6	11	M	1236,4,5,1345
6	11	M	1236,,45,1041
6	11	M	236,,145,1943
6	11	M	236,1,45,718
6	11	M	36,1,245,1231
6	11	M	36,,1245,950
6	11	M	6,3,1245,894
6	11	M	6,13,245,1268
6	11	M	26,13,45,2333
6	11	M	26,13,45,1406
6	11	M	126,3,45,956
6	11	M	126,,345,612
6	11	M	26,1,345,1237
6	11	M	6,1,2345,1068
6	11	M	6,,12345,887
6	11	M	,6,12345,736
6	11	M	,16,2345,1410
6	11	M	2,16,345,1441
6	11	M	12,6,345,1387
6	11	M	12,36,45,687
6	11	M	2,36,145,982
6	11	M	,236,145,741
6	11	M	,1236,45,1066
6	11	M	4,1236,5,1407
6	11	M	14,236,5,2301
6	11	M	14,36,25,883
6	11	M	4,36,125,1187
6	11	M	34,6,125,862
6	11	M	34,16,25,731
6	11	M	234,16,5,959
6	11	M	1234,6,5,609
6	11	M	1234,56,,861
6	11	M	234,156,,2054
6	11	M	34,156,2,827
6	11	M	34,56,12,849
6	11	M	4,356,12,897
6	11	M	14,356,2,774
6	11	M	14,2356,,1148
6	11	M	4,2356,1,1232
6	11	M	4,12356,,893
6	11	M	,12356,4,1175
6	11	M	,2356,14,1017
6	11	M	2,356,14,839
6	11	M	12,356,4,1838
6	11	M	2,356,14,724
6	11	M	,2356,14,1064
6	11	M	1,2356,4,1292
6	11	M	1,356,24,1092
6	11	M	,356,124,835
6	11	M	3,56,124,680
6	11	M	13,56,24,733
6	11	M	13,256,4,533
6	11	M	3,1256,4,982
6	11	M	3,1256,4,821
