N_intento	Edad	Género	Movimientos
1	12	F	34,25,16,639
1	12	F	34,25,16,935
1	16	F	56,1234,,711
1	16	F	56,1234,,22
1	16	F	6,1234,5,641
1	12	F	234,5,16,811
1	16	F	16,234,5,651
1	16	F	16,234,5,446
1	16	F	16,34,25,672
1	12	F	234,5,16,798
1	16	F	16,34,25,709
1	16	F	16,34,25,36
1	16	F	16,34,25,645
1	16	F	16,34,25,21
1	12	F	1234,5,6,1471
1	16	F	16,34,25,664
1	12	F	1234,,56,806
1	16	F	6,34,125,505
1	16	F	6,34,125,21
1	16	F	36,4,125,675
1	16	F	36,4,125,683
1	16	F	36,4,125,22
1	16	F	36,14,25,647
1	16	F	36,14,25,623
1	16	F	236,14,5,674
1	12	F	1234,,56,975
1	16	F	236,14,5,146
1	16	F	236,4,15,527
1	16	F	236,4,15,183
1	12	F	1234,,56,663
1	16	F	236,4,15,479
1	16	F	236,4,15,21
1	16	F	36,24,15,552
1	16	F	36,24,15,889
1	16	F	36,24,15,442
1	16	F	36,24,15,51
1	16	F	36,24,15,159
1	16	F	36,24,15,22
1	16	F	36,24,15,594
1	16	F	236,4,15,560
1	16	F	236,4,15,22
1	12	F	234,1,56,1563
1	16	F	236,4,15,937
1	12	F	34,1,256,1183
1	16	F	236,14,5,582
1	12	F	34,,1256,1048
1	16	F	36,14,25,659
1	16	F	36,14,25,1054
1	16	F	36,4,125,749
1	16	F	6,34,125,597
1	12	F	4,3,1256,983
1	16	F	36,4,125,642
1	16	F	36,4,125,642
1	16	F	36,4,125,727
1	16	F	36,4,125,22
1	16	F	36,14,25,682
1	12	F	14,3,256,1118
1	12	F	14,23,56,911
1	16	M	123456,,,23
1	16	M	123456,,,3
1	16	M	123456,,,4
1	16	M	123456,,,3
1	16	M	123456,,,4
1	16	M	123456,,,4
1	16	M	123456,,,4
1	16	M	123456,,,3
1	12	F	4,123,56,695
1	16	M	123456,,,3
1	12	F	,123,456,879
1	16	M	123456,,,4
1	16	M	123456,,,3
1	16	M	123456,,,5
1	16	M	123456,,,3
1	16	F	36,14,25,650
1	16	M	123456,,,5
1	16	M	123456,,,3
1	16	M	123456,,,6
1	16	F	36,14,25,726
1	16	M	123456,,,4
1	16	M	123456,,,3
1	16	F	36,14,25,225
1	16	M	123456,,,6
1	16	M	123456,,,4
1	12	F	,23,1456,1209
1	16	M	123456,,,3
1	16	F	236,14,5,1351
1	16	M	123456,,,2
1	16	F	236,4,15,801
1	16	M	123456,,,3
1	16	M	123456,,,3
1	16	M	123456,,,3
1	16	M	123456,,,4
1	16	F	236,14,5,668
1	16	F	236,14,5,27
1	12	F	,23,1456,159
1	16	F	1236,4,5,703
1	16	F	1236,,45,739
1	16	F	236,,145,1357
1	12	F	2,3,1456,682
1	16	F	236,,145,772
1	16	F	36,2,145,836
1	16	F	36,2,145,678
1	16	F	36,2,145,850
1	16	F	36,2,145,22
1	16	F	36,2,145,163
1	12	F	2,3,1456,742
1	16	F	36,12,45,631
1	16	F	6,12,345,704
1	16	F	6,12,345,748
1	12	F	12,3,456,2431
1	16	F	6,12,345,169
1	16	F	6,2,1345,600
1	16	F	6,2,1345,22
1	16	F	26,,1345,500
1	16	F	26,,1345,31
1	16	F	26,,1345,32
1	16	F	126,,345,931
1	16	F	126,3,45,555
1	12	F	12,,3456,975
1	16	F	126,3,45,567
1	12	F	123456,,,142
1	12	F	2,1,3456,839
1	16	F	126,3,45,875
1	16	F	126,,345,729
1	16	F	126,,345,22
1	12	F	23456,1,,2153
1	16	F	126,,345,226
1	12	F	2,1,3456,951
1	16	F	26,1,345,608
1	16	F	26,1,345,522
1	12	F	23456,1,,1535
1	12	F	2,1,3456,1472
1	16	F	6,1,2345,1035
1	12	F	3456,1,2,991
1	12	F	,1,23456,1111
1	16	F	6,1,2345,615
1	16	F	6,1,2345,653
1	12	F	3456,1,2,1356
1	16	F	6,1,2345,22
1	16	F	16,,2345,862
1	12	F	3456,1,2,1414
1	16	F	16,2,345,625
1	16	F	16,2,345,577
1	12	F	3456,,12,1199
1	16	F	16,2,345,458
1	12	F	456,3,12,1367
1	16	F	6,12,345,523
1	16	F	36,12,45,667
1	16	F	36,12,45,755
1	16	F	36,2,145,705
1	12	F	456,3,12,110
1	12	F	456,3,12,719
1	16	F	236,,145,556
1	16	F	236,,145,21
1	12	F	456,13,2,881
1	16	F	236,1,45,1105
1	16	F	236,1,45,21
1	16	F	1236,,45,759
1	16	F	1236,,45,25
1	12	F	1456,3,2,1006
1	16	F	1236,4,5,693
1	16	F	1236,4,5,753
1	16	F	1236,4,5,439
1	16	F	1236,4,5,22
1	12	F	1456,3,2,1441
1	12	F	1456,23,,903
1	12	F	456,123,,1071
2	12	F	123456,,,8209
1	12	F	56,123,4,1279
1	12	F	156,23,4,950
1	12	F	156,23,4,991
1	16	F	1236,,45,656
1	16	F	1236,,45,413
1	12	F	156,3,24,911
1	16	F	1236,,45,407
1	12	F	156,3,24,447
1	16	F	236,1,45,855
1	16	F	236,1,45,313
1	16	F	236,,145,679
1	16	F	36,2,145,659
1	16	F	36,2,145,741
2	12	F	23456,1,,2106
1	16	F	36,2,145,746
1	16	F	36,12,45,562
1	16	F	36,12,45,22
1	16	F	6,12,345,743
2	12	F	3456,1,2,1121
2	12	F	3456,,12,1129
1	16	F	16,2,345,1444
1	16	F	16,2,345,267
1	16	F	16,2,345,25
1	16	F	16,,2345,615
2	12	F	456,3,12,1288
2	12	F	1456,3,2,1041
1	16	F	6,,12345,1682
1	16	F	,6,12345,512
1	16	F	1,6,2345,733
2	12	F	1456,23,,1439
1	16	F	1,6,2345,823
2	12	F	1456,23,,2767
1	16	F	1,26,345,504
1	16	F	1,26,345,509
1	16	F	1,26,345,621
1	16	F	1,26,345,22
2	12	F	1456,23,,1120
1	16	F	1,26,345,888
2	12	F	456,123,,913
1	16	F	,126,345,571
1	16	F	3,126,45,705
2	12	F	56,123,4,872
1	16	F	3,126,45,797
2	12	F	56,23,14,1090
1	16	F	3,26,145,633
2	12	F	256,3,14,1134
1	16	F	3,26,145,636
1	16	F	23,6,145,482
1	16	F	123,6,45,728
2	12	F	1256,3,4,1351
1	16	F	123,46,5,555
2	12	F	1256,,34,929
2	12	F	256,1,34,563
2	12	F	56,1,234,1191
1	16	F	123,46,5,1473
2	12	F	56,,1234,919
1	16	F	23,146,5,633
1	16	F	3,146,25,975
2	12	F	56,1,234,941
1	16	F	3,146,25,830
2	12	F	56,1,234,2217
2	12	F	56,1,234,768
2	12	F	56,1,234,175
1	16	F	3,146,25,668
2	12	F	156,,234,895
1	16	F	3,46,125,586
2	12	F	156,2,34,785
1	16	F	,346,125,628
1	16	F	1,346,25,839
2	12	F	156,2,34,641
1	16	F	1,346,25,829
2	12	F	56,12,34,665
1	16	F	1,346,25,779
1	16	F	1,346,25,23
2	12	F	56,12,34,15
1	16	F	1,346,25,664
2	12	F	56,12,34,1066
1	16	F	1,2346,5,510
1	16	F	1,2346,5,21
1	16	F	1,2346,5,191
2	12	F	156,2,34,481
1	16	F	,12346,5,536
2	12	F	156,2,34,859
2	12	F	156,2,34,735
2	16	F	123456,,,339
2	12	F	156,,234,782
2	16	F	23456,1,,631
2	12	F	156,,234,737
2	16	F	23456,1,,118
2	16	F	3456,1,2,862
2	12	F	56,,1234,871
2	16	F	3456,1,2,427
2	16	F	3456,,12,659
2	12	F	6,5,1234,967
2	16	F	456,3,12,578
2	12	F	16,5,234,1160
2	16	F	1456,3,2,716
2	16	F	1456,3,2,127
2	12	F	16,5,234,1863
2	16	F	1456,23,,411
2	16	F	1456,23,,289
2	16	F	456,123,,451
2	12	F	16,25,34,592
2	16	F	56,123,4,505
2	16	F	56,123,4,204
2	16	F	56,123,4,729
2	16	F	156,23,4,783
2	16	F	156,3,24,625
2	12	F	16,25,34,1343
2	16	F	156,3,24,561
2	12	F	6,25,134,830
2	16	F	56,13,24,464
2	16	F	56,3,124,524
2	16	F	56,3,124,22
2	12	F	26,5,134,687
2	16	F	356,,124,612
2	12	F	126,5,34,1199
2	16	F	356,1,24,598
2	16	F	356,1,24,216
2	12	F	126,5,34,911
2	16	F	356,1,24,226
2	16	F	356,1,24,673
2	16	F	2356,1,4,673
2	16	F	12356,,4,1057
2	16	F	12356,,4,21
2	16	F	12356,4,,502
2	12	F	26,5,134,2336
2	16	F	2356,4,1,484
2	16	F	2356,4,1,751
2	16	F	356,24,1,500
2	16	F	356,24,1,652
2	16	F	356,24,1,22
2	12	F	6,25,134,759
2	16	F	356,24,1,460
2	12	F	6,25,134,960
2	16	F	356,24,1,174
2	16	F	356,124,,436
2	16	F	56,124,3,628
2	12	F	16,25,34,1946
2	16	F	56,24,13,356
2	16	F	256,4,13,549
2	16	F	256,4,13,22
2	16	F	256,14,3,478
2	12	F	16,25,34,4183
2	16	F	56,14,23,551
2	16	F	56,4,123,496
2	16	F	56,4,123,195
2	16	F	456,,123,367
2	16	F	456,,123,22
2	16	F	456,1,23,449
2	16	F	456,1,23,22
2	16	F	456,1,23,149
2	16	F	1456,,23,488
2	12	F	6,25,134,928
2	16	F	1456,2,3,462
2	12	F	6,25,134,9
2	12	F	6,25,134,247
2	16	F	456,2,13,737
2	12	F	26,5,134,687
2	16	F	2456,,13,797
2	16	F	2456,,13,425
2	12	F	26,5,134,414
2	16	F	2456,1,3,673
2	16	F	2456,1,3,813
2	12	F	126,5,34,1086
2	16	F	456,1,23,506
2	12	F	126,35,4,918
2	16	F	456,,123,518
2	16	F	56,4,123,599
2	12	F	126,35,4,2015
2	12	F	126,35,4,1407
2	16	F	56,4,123,926
2	16	F	56,4,123,456
2	12	F	126,5,34,2695
2	16	F	156,4,23,578
2	12	F	126,35,4,815
2	16	F	156,4,23,183
2	16	F	156,4,23,570
2	12	F	126,5,34,926
2	16	F	156,24,3,657
2	12	F	26,15,34,615
2	16	F	56,24,13,1468
2	16	F	56,24,13,22
2	12	F	6,15,234,784
2	16	F	56,124,3,555
2	12	F	6,5,1234,599
2	16	F	56,124,3,768
2	16	F	356,124,,1080
2	16	F	356,124,,23
2	12	F	6,5,1234,2280
2	16	F	356,24,1,673
2	12	F	56,,1234,1199
2	16	F	356,24,1,98
2	12	F	56,,1234,711
2	16	F	356,24,1,136
2	16	F	356,24,1,567
2	12	F	56,,1234,671
2	16	F	2356,4,1,785
2	16	F	2356,4,1,21
2	16	F	2356,4,1,494
2	12	F	156,,234,854
2	16	F	2356,14,,636
2	16	F	12356,4,,554
2	16	F	12356,4,,159
2	12	F	156,,234,903
2	16	F	12356,,4,528
2	16	F	2356,1,4,591
2	16	F	2356,1,4,21
2	16	F	356,1,24,728
2	12	F	156,,234,959
2	16	F	356,1,24,520
2	12	F	56,1,234,600
2	16	F	356,,124,472
2	16	F	56,3,124,637
2	12	F	56,1,234,2407
2	16	F	156,3,24,692
2	12	F	256,1,34,1055
2	16	F	156,3,24,845
2	12	F	256,,134,1255
2	16	F	56,13,24,1100
2	12	F	56,2,134,1247
2	16	F	256,13,4,756
2	16	F	1256,3,4,473
2	12	F	56,2,134,871
2	16	F	256,13,4,679
2	12	F	56,12,34,878
2	16	F	56,13,24,1158
2	16	F	156,3,24,390
2	16	F	156,3,24,1335
2	16	F	156,23,4,750
2	12	F	56,12,34,806
2	12	F	56,12,34,96
2	16	F	56,123,4,781
2	12	F	356,12,4,1023
2	16	F	56,123,4,634
2	12	F	356,12,4,719
2	12	F	356,12,4,2823
2	12	F	356,12,4,1415
2	12	F	56,12,34,1489
2	12	F	56,2,134,943
2	12	F	256,,134,968
2	12	F	256,,134,3736
2	12	F	256,,134,2065
2	12	F	256,1,34,735
2	12	F	256,1,34,944
2	12	F	256,1,34,776
2	12	F	256,,134,978
2	12	F	56,2,134,682
2	12	F	156,2,34,981
2	12	F	56,2,134,904
2	12	F	256,,134,832
2	12	F	1256,,34,1245
2	12	F	1256,3,4,583
2	12	F	256,3,14,1096
2	12	F	256,13,4,1511
2	12	F	56,13,24,890
2	12	F	56,3,124,657
2	12	F	56,3,124,1353
2	12	F	56,3,124,95
2	12	F	156,3,24,1351
2	12	F	156,23,4,865
2	12	F	156,23,4,2480
2	12	F	56,123,4,735
2	12	F	456,123,,1276
2	12	F	456,23,1,887
2	12	F	1456,23,,1591
2	12	F	1456,23,,2694
2	12	F	1456,23,,791
2	12	F	1456,3,2,823
2	12	F	456,3,12,1208
2	12	F	3456,,12,762
2	12	F	3456,1,2,706
2	12	F	23456,1,,671
2	12	F	123456,,,865
3	12	F	23456,,1,1621
3	12	F	3456,2,1,1230
3	12	F	3456,12,,863
3	12	F	456,12,3,888
3	12	F	456,12,3,962
3	12	F	456,12,3,208
3	12	F	1456,2,3,1103
3	12	F	1456,,23,670
3	12	F	456,,123,919
3	12	F	56,4,123,671
3	12	F	56,14,23,1870
3	12	F	256,14,3,1279
3	12	F	1256,4,3,1336
3	12	F	1256,34,,822
3	12	F	256,34,1,799
3	12	F	56,234,1,663
3	12	F	56,1234,,783
3	12	F	56,234,1,710
3	12	F	256,34,1,615
3	12	F	256,34,1,1551
3	12	F	256,34,1,847
3	12	F	1256,34,,959
3	12	F	1256,34,,2806
3	12	F	1256,4,3,603
3	12	F	1256,4,3,1239
3	12	F	256,14,3,903
3	12	F	256,14,3,599
3	12	F	256,4,13,639
3	12	F	56,24,13,711
3	12	F	56,124,3,894
3	12	F	356,124,,729
3	12	F	1356,24,,1166
3	12	F	1356,4,2,1119
3	12	F	356,4,12,2071
3	12	F	356,14,2,583
3	12	F	2356,14,,537
3	12	F	12356,4,,551
3	12	F	12356,4,,165
3	12	F	2356,14,,899
1	11	M	23456,1,,1959
1	11	M	23456,1,,1564
1	11	M	23456,1,,1216
1	11	M	3456,1,2,2596
1	11	M	3456,1,2,1140
1	11	M	3456,1,2,1764
1	11	M	3456,1,2,227
1	11	M	3456,1,2,1333
1	11	M	3456,1,2,3793
1	11	M	3456,1,2,531
1	11	M	3456,,12,1010
1	11	M	456,3,12,1184
1	11	M	456,3,12,1730
1	11	M	456,3,12,1054
1	11	M	456,13,2,1876
1	11	M	456,13,2,1159
1	11	M	456,13,2,2283
2	12	M	23456,,1,1868
2	12	M	3456,2,1,1183
1	11	M	456,13,2,2047
2	12	M	3456,12,,1652
2	12	M	456,12,3,1023
2	12	M	456,2,13,883
2	12	M	2456,,13,1583
1	11	M	456,13,2,2053
2	12	M	2456,1,3,1321
2	12	M	456,1,23,1061
1	11	M	456,13,2,1624
1	11	M	456,3,12,725
2	12	M	456,,123,957
1	11	M	456,3,12,1546
2	12	M	56,4,123,1020
2	12	M	156,4,23,1228
1	11	M	456,3,12,1471
2	12	M	156,4,23,2337
1	11	M	456,3,12,924
1	11	M	456,3,12,191
2	12	M	56,14,23,2569
2	12	M	256,14,3,1375
1	11	M	456,3,12,752
2	12	M	1256,4,3,935
1	11	M	456,3,12,1606
2	12	M	1256,4,3,335
1	11	M	456,3,12,1154
2	12	M	1256,34,,1026
1	11	M	456,3,12,2464
2	12	M	256,34,1,2513
2	12	M	56,234,1,1069
1	11	M	456,3,12,539
2	12	M	56,1234,,928
1	11	M	456,3,12,912
2	12	M	156,234,,1013
1	11	M	456,3,12,2047
2	12	M	156,34,2,1544
2	12	M	56,134,2,637
1	11	M	456,3,12,1655
3	12	F	2356,14,,103
2	12	M	256,134,,1110
3	12	F	2356,14,,373
2	12	M	1256,34,,935
1	11	M	456,3,12,1942
3	12	F	12356,4,,816
2	12	M	1256,4,3,641
1	11	M	456,3,12,876
2	12	M	256,14,3,1160
1	11	M	456,3,12,1402
3	12	F	2356,14,,839
2	12	M	56,14,23,995
3	12	F	2356,14,,368
1	11	M	456,3,12,924
3	12	F	356,14,2,927
3	12	F	356,4,12,1137
2	12	M	156,4,23,1416
3	12	F	356,4,12,552
2	12	M	156,24,3,1450
1	11	M	3456,,12,1143
3	12	F	356,4,12,768
3	12	F	56,34,12,1144
2	12	M	156,24,3,1258
3	12	F	56,34,12,927
2	12	M	56,124,3,704
1	11	M	13456,,2,1755
2	12	M	356,124,,965
1	11	M	13456,,2,1455
4	12	F	23456,1,,1454
4	12	F	3456,1,2,1083
1	11	M	3456,,12,2675
4	12	F	3456,,12,688
2	12	M	56,124,3,1638
4	12	F	456,3,12,1263
1	11	M	3456,,12,2755
4	12	F	1456,3,2,1116
2	12	M	356,124,,908
1	11	M	456,3,12,853
4	12	F	1456,23,,840
1	11	M	456,3,12,1303
2	12	M	356,124,,1235
4	12	F	456,123,,736
1	11	M	456,3,12,1320
4	12	F	56,123,4,934
2	12	M	56,124,3,1132
4	12	F	156,23,4,1512
1	11	M	456,3,12,1142
2	12	M	156,24,3,834
4	12	F	156,3,24,1080
2	12	M	156,4,23,918
1	11	M	456,3,12,983
2	12	M	56,4,123,1967
4	12	F	56,3,124,1761
4	12	F	56,13,24,817
4	12	F	256,13,4,1093
4	12	F	1256,3,4,866
2	12	M	56,14,23,1433
4	12	F	1256,,34,735
2	12	M	256,14,3,1063
4	12	F	256,1,34,1279
2	12	M	1256,4,3,1027
4	12	F	56,1,234,848
4	12	F	56,,1234,559
2	12	M	1256,34,,808
2	12	M	1256,34,,613
4	12	F	56,,1234,807
2	12	M	256,34,1,1005
4	12	F	6,5,1234,678
2	12	M	56,234,1,1022
4	12	F	16,5,234,918
2	12	M	56,1234,,1076
4	12	F	16,25,34,1334
2	12	M	6,1234,5,1596
4	12	F	6,125,34,911
4	12	F	36,125,4,1256
2	12	M	16,234,5,1245
2	12	M	16,34,25,1476
4	12	F	36,125,4,1867
4	12	F	36,125,4,159
4	12	F	136,25,4,848
4	12	F	136,25,4,374
2	12	M	16,34,25,95
4	12	F	136,25,4,927
2	12	M	16,34,25,407
2	12	M	16,34,25,1121
4	12	F	136,25,4,671
4	12	F	136,25,4,697
4	12	F	36,25,14,794
4	12	F	236,5,14,567
4	12	F	1236,5,4,742
4	12	F	1236,45,,599
2	12	M	6,34,125,2019
4	12	F	236,45,1,1285
2	12	M	36,4,125,1110
4	12	F	36,245,1,1000
2	12	M	36,14,25,1090
2	12	M	236,14,5,1017
4	12	F	36,245,1,1450
2	12	M	1236,4,5,1456
4	12	F	136,245,,1439
2	12	M	1236,,45,1298
4	12	F	136,45,2,719
4	12	F	36,45,12,967
2	12	M	236,1,45,759
4	12	F	6,345,12,640
4	12	F	16,345,2,926
2	12	M	236,1,45,4192
4	12	F	16,2345,,704
2	12	M	236,,145,1036
4	12	F	6,12345,,750
4	12	F	,12345,6,1454
2	12	M	36,2,145,2349
4	12	F	1,2345,6,791
4	12	F	1,345,26,1687
2	12	M	136,2,45,1396
4	12	F	,345,126,862
2	12	M	136,,245,1279
4	12	F	3,45,126,615
4	12	F	3,45,126,855
2	12	M	36,,1245,2008
4	12	F	,345,126,911
4	12	F	,1345,26,637
2	12	M	36,,1245,3314
4	12	F	2,1345,6,1350
2	12	M	36,,1245,923
4	12	F	12,345,6,854
4	12	F	12,45,36,695
2	12	M	36,1,245,815
2	12	M	236,1,45,886
4	12	F	2,45,136,1056
4	12	F	2,45,136,1346
2	12	M	236,1,45,1040
2	12	M	236,,145,999
4	12	F	2,145,36,747
2	12	M	236,,145,207
4	12	F	,145,236,566
4	12	F	,45,1236,727
2	12	M	236,,145,688
4	12	F	4,5,1236,935
4	12	F	4,15,236,537
2	12	M	236,1,45,1010
4	12	F	24,15,36,737
2	12	M	36,1,245,1251
4	12	F	124,5,36,965
2	12	M	36,1,245,2174
4	12	F	124,5,36,3695
4	12	F	24,5,136,1271
4	12	F	4,25,136,671
4	12	F	4,125,36,561
3	12	M	23456,,1,1338
4	12	F	34,125,6,672
4	12	F	34,25,16,582
3	12	M	3456,2,1,1255
1	11	M	456,3,12,774
4	12	F	234,5,16,599
3	12	M	3456,12,,983
4	12	F	1234,5,6,927
3	12	M	456,12,3,1305
4	12	F	1234,,56,815
3	12	M	1456,2,3,888
4	12	F	234,,156,1642
3	12	M	1456,,23,1095
4	12	F	34,2,156,1022
4	12	F	134,2,56,808
3	12	M	456,,123,1049
3	12	M	56,4,123,823
4	12	F	34,12,56,718
3	12	M	156,4,23,1274
3	12	M	156,24,3,608
4	12	F	34,2,156,735
4	12	F	34,2,156,399
4	12	F	134,2,56,558
4	12	F	134,,256,462
4	12	F	134,,256,782
4	12	F	134,,256,2182
4	12	F	34,,1256,1001
3	12	M	56,24,13,1419
4	12	F	4,3,1256,943
3	12	M	256,4,13,1419
4	12	F	4,13,256,782
3	12	M	1256,4,3,956
4	12	F	24,13,56,792
3	12	M	1256,34,,901
4	12	F	24,3,156,575
3	12	M	256,34,1,1416
4	12	F	4,23,156,606
4	12	F	4,123,56,648
3	12	M	56,234,1,916
4	12	F	,123,456,752
3	12	M	56,1234,,1097
4	12	F	,23,1456,1329
3	12	M	6,1234,5,1213
4	12	F	2,3,1456,640
3	12	M	16,234,5,1132
1	11	M	456,3,12,1151
4	12	F	12,3,456,938
3	12	M	16,34,25,1351
4	12	F	12,,3456,671
3	12	M	16,34,25,614
4	12	F	2,1,3456,719
1	11	M	456,13,2,1225
4	12	F	,1,23456,719
3	12	M	6,34,125,1202
5	12	F	123456,,,967
1	11	M	456,13,2,1252
1	11	M	456,13,2,1085
3	12	M	36,4,125,2265
3	12	M	136,4,25,1262
3	12	M	136,4,25,982
1	11	M	1456,3,2,1003
3	12	M	136,24,5,645
1	11	M	1456,3,2,713
3	12	M	136,24,5,2056
3	12	M	136,24,5,7
3	12	M	136,24,5,519
1	11	M	1456,3,2,899
1	11	M	456,13,2,574
3	12	M	36,24,15,1207
1	11	M	456,13,2,818
3	12	M	36,24,15,1630
1	11	M	456,3,12,998
3	12	M	136,24,5,872
3	12	M	136,4,25,1123
1	11	M	3456,,12,823
3	12	M	36,14,25,1440
3	12	M	136,4,25,1046
1	11	M	3456,1,2,1054
3	12	M	36,14,25,838
1	11	M	23456,1,,1316
3	12	M	36,14,25,1386
1	11	M	123456,,,876
3	12	M	136,4,25,1058
3	12	M	136,24,5,327
3	12	M	136,24,5,133
3	12	M	36,124,5,847
1	11	M	23456,,1,2544
3	12	M	36,24,15,1595
3	12	M	36,24,15,0
3	12	M	36,24,15,20
1	11	M	3456,2,1,1508
3	12	M	236,4,15,1264
3	12	M	1236,4,5,1316
3	12	M	1236,,45,955
3	12	M	236,1,45,805
3	12	M	236,1,45,0
1	11	M	3456,12,,1598
3	12	M	236,1,45,810
3	12	M	236,,145,964
3	12	M	36,2,145,991
3	12	M	36,2,145,4
3	12	M	36,2,145,914
3	12	M	36,12,45,826
1	11	M	456,12,3,1375
3	12	M	6,12,345,1177
3	12	M	16,2,345,886
3	12	M	16,,2345,1464
5	12	F	23456,1,,668
5	12	F	23456,1,,767
3	12	M	6,,12345,1173
5	12	F	3456,1,2,767
1	11	M	1456,2,3,1681
3	12	M	,6,12345,935
3	12	M	1,6,2345,1117
1	11	M	1456,,23,1112
3	12	M	1,6,2345,2223
3	12	M	,16,2345,1019
3	12	M	,16,2345,16
1	11	M	456,,123,1526
3	12	M	2,16,345,1001
3	12	M	12,6,345,910
3	12	M	12,36,45,1204
3	12	M	2,36,145,1112
3	12	M	,236,145,1032
3	12	M	,1236,45,1565
3	12	M	4,1236,5,1520
3	12	M	14,236,5,2512
3	12	M	14,36,25,986
1	11	M	56,4,123,1202
3	12	M	4,36,125,888
3	12	M	4,36,125,1202
3	12	M	34,6,125,763
3	12	M	134,6,25,961
3	12	M	134,6,25,12
3	12	M	134,6,25,2062
3	12	M	134,6,25,16
3	12	M	34,16,25,1294
3	12	M	234,16,5,922
3	12	M	1234,6,5,920
3	12	M	1234,56,,970
3	12	M	1234,56,,0
3	12	M	234,56,1,1787
3	12	M	234,156,,902
1	11	M	56,14,23,1695
3	12	M	234,156,,4398
1	11	M	56,14,23,1124
1	11	M	256,14,3,1268
1	11	M	1256,4,3,884
1	11	M	1256,34,,1055
1	11	M	256,134,,1252
1	11	M	256,34,1,662
1	11	M	56,234,1,833
1	11	M	56,1234,,1048
5	12	M	23456,,1,1809
5	12	M	23456,,1,1606
1	11	M	6,1234,5,1017
5	12	M	3456,2,1,1087
5	12	M	3456,2,1,29
5	12	M	3456,2,1,1671
5	12	M	3456,2,1,469
5	12	M	3456,2,1,478
5	12	M	3456,12,,1103
1	11	M	16,234,5,1510
5	12	M	456,12,3,1775
5	12	M	456,12,3,161
1	11	M	16,34,25,1444
5	12	M	456,12,3,1738
1	11	M	6,34,125,815
5	12	M	456,12,3,934
5	12	M	456,12,3,510
1	11	M	36,4,125,580
5	12	M	1456,2,3,1315
5	12	M	1456,,23,832
5	12	M	456,,123,846
1	11	M	136,4,25,2109
5	12	M	56,4,123,1366
1	11	M	136,24,5,1086
5	12	M	156,4,23,1138
5	12	M	156,24,3,1186
5	12	M	156,24,3,2034
5	12	M	156,24,3,552
1	11	M	136,24,5,1502
5	12	M	156,24,3,213
1	11	M	36,24,15,711
5	12	M	156,24,3,1031
5	12	M	156,24,3,438
1	11	M	36,24,15,934
5	12	M	56,24,13,737
5	12	M	256,4,13,630
5	12	M	1256,4,3,1462
5	12	M	1256,34,,1039
5	12	M	1256,34,,0
1	11	M	136,24,5,1347
5	12	M	256,34,1,3951
5	12	M	56,234,1,1313
5	12	M	56,1234,,1021
1	11	M	136,24,5,1137
5	12	M	6,1234,5,989
1	11	M	136,4,25,903
5	12	M	6,234,15,2391
5	12	M	6,234,15,21
5	12	M	26,34,15,1486
5	12	M	26,34,15,2998
5	12	M	26,34,15,1004
5	12	M	26,34,15,20
5	12	M	26,134,5,878
5	12	M	6,134,25,668
5	12	M	6,134,25,20
5	12	M	6,34,125,873
5	12	M	36,4,125,761
1	11	M	136,4,25,1191
5	12	M	36,14,25,1402
5	12	M	236,14,5,1065
1	11	M	136,4,25,1118
5	12	M	1236,4,5,1174
5	12	M	1236,,45,870
5	12	M	1236,,45,179
5	12	M	1236,,45,8
5	12	M	1236,,45,85
5	12	M	236,1,45,844
5	12	M	236,1,45,0
5	12	M	36,1,245,1850
5	12	M	36,1,245,2628
5	12	M	36,,1245,761
5	12	M	6,3,1245,971
5	12	M	6,3,1245,4
2	11	M	23456,1,,1924
2	11	M	23456,1,,1593
5	12	M	6,3,1245,1355
2	11	M	3456,1,2,807
5	12	M	16,3,245,854
2	11	M	3456,,12,914
2	11	M	456,3,12,628
5	12	M	6,13,245,381
5	12	M	6,3,1245,1065
2	11	M	1456,3,2,1570
5	12	M	36,,1245,1181
5	12	M	36,,1245,85
2	11	M	1456,23,,979
5	12	M	6,3,1245,623
2	11	M	456,123,,794
5	12	M	6,3,1245,910
5	12	M	6,3,1245,397
2	11	M	56,123,4,1164
2	11	M	56,23,14,1051
5	12	M	36,,1245,953
2	11	M	256,3,14,980
5	12	M	136,,245,1991
2	11	M	1256,3,4,3309
5	12	M	136,2,45,1182
5	12	M	36,12,45,660
5	12	M	6,12,345,1226
2	11	M	1256,,34,1466
5	12	M	6,2,1345,933
5	12	M	6,2,1345,1245
2	11	M	256,1,34,847
5	12	M	6,12,345,641
5	12	M	6,12,345,191
5	12	M	16,2,345,914
2	11	M	56,1,234,900
5	12	M	16,,2345,891
5	12	M	6,,12345,1137
2	11	M	56,,1234,1303
5	12	M	,6,12345,1406
5	12	M	,6,12345,2996
5	12	M	1,6,2345,1039
2	11	M	6,5,1234,817
5	12	M	1,26,345,3402
2	11	M	16,5,234,3914
5	12	M	1,26,345,1294
5	12	M	1,6,2345,872
2	11	M	16,25,34,2678
5	12	M	,16,2345,780
2	11	M	6,125,34,724
5	12	M	2,16,345,1201
2	11	M	36,125,4,2218
5	12	M	2,6,1345,754
5	12	M	,26,1345,1060
5	12	M	,26,1345,81
2	11	M	36,25,14,1150
5	12	M	,126,345,2101
5	12	M	3,126,45,1238
2	11	M	236,5,14,2102
5	12	M	13,26,45,1023
5	12	M	13,6,245,1159
